,features,coefs,mae
4214,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'weekday_0', 'weekday_2', 'weekday_4', 'weekday_5', 'season_1', 'season_4', 'weathersit_2', 'weathersit_3')","[1010.61416991  -27.68809608 -140.73878705  -14.96124148  921.91149806
  -93.42242312  -15.08291328   33.20470067   55.29590608 -429.82230371
  245.13910495 -312.54771062 -419.87719826]",628.8437278006455
4215,"('yr', 'mnth', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_4', 'weekday_5', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_2', 'weathersit_3')","[1010.67593348   12.21849005  351.80008369  955.15580789   11.22599946
  188.66433997   37.33832016   61.12983813  283.95210008  422.09258439
  331.06876816  611.01917109 -316.55713054 -417.73075449]",628.8439124061505
4216,"('yr', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_6', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.77795636  310.63160482  947.74788238   10.58249851   49.25910062
  124.43271133  -71.53619018  221.76407299 -363.39982362   75.85825532
  277.64717855 1241.10922068  904.47092417]",628.8440207792078
4217,"('yr', 'mnth', 'workingday', 'atemp', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_3')","[1007.10912543  -32.68932206  197.38104948  921.60497665 -104.6735031
  -63.54566504  -11.61631738    7.21519755  112.97027814 -436.19436488
  244.03052898  316.42259957 -315.67546555]",628.8443184196586
4218,"('yr', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_2', 'weathersit_3')","[1009.81688974  311.2950113   953.46860471    7.55626754   50.72461026
  140.84484044  -55.38182758   19.05413459   46.08339283  238.77523575
  427.19008623  341.87468621  623.21069403 -316.88756218 -420.76737054]",628.8456692146212
4219,"('yr', 'mnth', 'holiday', 'atemp', 'weekday_0', 'weekday_4', 'weekday_5', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_3')","[1010.13299539   12.30375002 -135.498003    950.13777829  -80.31792306
   32.67723402   56.59488669 -639.2539551  -202.26933007 -276.64840692
  322.14508009 -311.46665447]",628.8463933700809
4220,"('yr', 'workingday', 'atemp', 'weekday_0', 'weekday_1', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1009.37454932  318.76453666  950.14935707  131.12522879  -70.7708231
  226.42010602 -437.70804864  -75.89431402  204.04718701 1239.23305354
  904.01649157]",628.8464330025346
4221,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_1', 'weekday_4', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_2', 'weathersit_3')","[1010.16318681  -67.85574404  141.82240076  947.62729258   14.3555416
  -68.68257194    4.97176287   94.16736963 -439.96011306  -74.81434372
  205.01258543 -315.04828429 -423.71642016]",628.846473167943
4222,"('yr', 'mnth', 'workingday', 'atemp', 'weekday_1', 'weekday_2', 'weekday_3', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1007.1099736   -32.68013138  197.39589485  921.5904513  -104.67033007
  -63.54423774  -11.6247078     7.22042723  112.97638543 -436.19062469
  244.02134838  215.16377529  -99.86566105 -349.49943897]",628.8482400867346
4223,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_5', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_2', 'weathersit_3')","[1010.11735139    9.60820563 -100.28069438   53.76274873  951.10048671
   12.99923263  -58.33936774  -60.81544386   37.51492198   35.88242435
 -436.40850331  -79.93888027  199.35032634 -316.01707875 -421.54802888]",628.8488360386709
4224,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_2', 'weekday_4', 'weekday_5', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[ 1.01134326e+03  9.56947924e+00 -1.35880756e+02  9.53315505e+02
  1.13493924e+01 -8.42000195e+01 -1.88979529e+01  2.84074949e+01
  5.25575947e+01 -3.49149302e+02  8.19249060e+01  6.47776803e-01
  2.80214768e+02  1.22010095e+03  8.83954192e+02]",628.8491055317419
4225,"('yr', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_2', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1009.17308102  153.37950832  953.60014602    9.20251902   53.56900636
  -17.28372761   26.45553082   54.89411069  129.35505366 -355.47665511
   81.46267636    3.8466439   284.09509929 1220.9277001   882.40906056]",628.8493283504126
4226,"('yr', 'mnth', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.66476848   12.5761162   317.89769895  950.86617642   15.15121184
  130.870317    -70.75204114  225.52766436  426.88257515  335.56275048
  611.32621277 1237.86868818  902.04766578]",628.849473332094
4227,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_2', 'weekday_4', 'weekday_5', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_2')","[1011.34301164    9.57103036 -135.88078664  953.32131928   11.34930778
  -84.19990026  -18.89807268   28.40732964   52.55772831 -349.8147383
   81.26809679  279.57506677 1220.10028739  883.95334247]",628.8494980474765
4228,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.14125168 -113.82771597   17.1847358   947.56397514   14.3542906
  -93.91321093  -68.79609055    4.86591492 -439.99823371  -74.8156351
  205.01453731  217.35524974 -101.5031396  -351.23293316]",628.850922822286
4229,"('yr', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_2', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_2')","[1009.17148829  153.37801318  953.6354068     9.20184371   53.56807606
  -17.28393089   26.45516378   54.89553755  129.355503   -359.4325543
   77.55926473  280.30011509 1220.92262291  882.4033291 ]",628.8509747757428
4230,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.13882006  -98.34834667   59.16398444  947.57744772   14.34761478
  -62.41790955  -68.75776507    4.89767311   31.83449453 -439.99216602
  -74.82103321  205.01483408  217.35615006 -101.503178   -351.23551275]",628.8516788686248
4231,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_2', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1011.2057364     9.05748157 -118.00169717   43.3789446   954.8027792
   11.05919452  -46.81419942  -14.20320883   33.23664766   57.33114822
   46.85638742 -431.78287519  -79.70204098  201.05690458 1219.21130736
  883.25642032]",628.8523252122277
4232,"('yr', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_5', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1009.53468457  156.25678007  955.75743543   10.18528762   54.25522075
   52.39561039  129.10475659  427.89484866  340.88401109  622.74308739
 1226.99305678  887.71610003]",628.8530235236198
4233,"('yr', 'workingday', 'atemp', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1009.22651736  319.01688425  952.59681279  132.78782825  -69.34374035
    5.34111707  228.07520612  426.85272385  340.08373428  620.43507241
 1237.81808551  902.65878631]",628.8535453785817
4234,"('yr', 'holiday', 'workingday', 'atemp', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_3')","[1008.73617351 -122.02537081   -3.38951749  955.30378786  -94.29658646
  -53.63862483   20.25327122   45.10664865  425.02395034  337.71610473
  621.10122333  320.69148098 -313.01552553]",628.8535502167587
4235,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.15478384 -113.80957334   17.17808548  947.35629161   14.36693462
  -93.90992353  -68.81390011    4.86113207 -357.12674897   81.8703275
    4.87550953  284.37008446  320.28683646 -316.8402918 ]",628.8536571414321
4236,"('yr', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.13914678 -120.15362807  947.59762656   14.34455907 -106.70645605
  -68.72985545    4.93970549  -12.68105776 -439.9860371   -74.81414625
  205.01966888  320.26689952 -316.85258643]",628.8537817559829
4237,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_2', 'weekday_4', 'weekday_5', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.94620181  -94.86777079  105.25087061  957.99128643   10.64334444
  -14.16875743   33.38869226   57.63464224   93.68160015  422.24031485
  334.7652109   619.66155153 1217.51514827  881.99991165]",628.8541718243998
4238,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_6', 'season_1', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.15235224  -98.33061293   59.1562254   947.36976464   14.36025892
  -62.41545396  -68.77557559    4.89288944   31.83365374 -357.12098971
   81.87002295    4.86981518  284.37008605  320.28777565 -316.84285837]",628.8544130948882
4239,"('yr', 'workingday', 'atemp', 'price reduction', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1007.98950658  147.34850259  952.22897859   55.22312654   31.72504995
   60.06825454  130.77374841 -438.41334965  -74.66964527  205.64992007
  218.47982957 -104.38403603 -346.1151143 ]",628.8544850739667
4240,"('yr', 'mnth', 'holiday', 'atemp', 'weekday_0', 'weekday_4', 'weekday_5', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1010.1332027    12.32300949 -135.49927416  950.13225     -80.3274569
   32.68037734   56.6030037  -639.22830606 -202.24721281 -276.64863476
  217.46282469 -103.24257969 -346.43388745]",628.8548029395464
4241,"('yr', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.47413276 -119.51154102  952.70222086   14.31367603 -102.84223743
  -65.45904186    8.63072322  427.84289514  340.54205592  621.51741666
 1235.67740898  900.74854458]",628.8559339608893
4242,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.15280286 -113.81008223   17.1759304   947.40077767   14.36605446
  -93.91039096  -68.81395641    4.86025584 -362.14096676   76.92273634
  279.55988377  320.28779838 -316.83795149]",628.856546370249
4243,"('yr', 'workingday', 'atemp', 'price reduction', 'weekday_1', 'weekday_3', 'weekday_4', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_2')","[1008.07206507  176.28085964  947.34181785   52.91143097  -90.60065741
    2.71952015   -2.82813325  117.57580143 -651.86478583 -204.79807616
 -274.84214636 1242.38927592  904.98479932]",628.8567057212955
4244,"('yr', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_3', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1011.78502909 -120.89975741  910.65424181   14.51584216 -102.49878657
  -62.72315913   16.31527719 -431.27235812  222.86182684 1250.62141241
  917.98746262]",628.8567612342441
4245,"('yr', 'holiday', 'workingday', 'atemp', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_2', 'weathersit_3')","[1008.75634084  -75.86540846  121.76346815  955.37770463  -53.46988857
   20.41360803   45.26354746   94.6499738   424.97839449  337.65195912
  621.05239654 -315.46524663 -420.00555967]",628.8569240195693
4246,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_6', 'season_1', 'season_2', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.1503735   -98.33068441   59.15525746  947.41419912   14.3593796
  -62.41503207  -68.77563075    4.89201512   31.83455209 -362.12935083
   76.92821048  279.5655036   320.28873647 -316.84052087]",628.8572989704684
4247,"('yr', 'holiday', 'workingday', 'atemp', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_3')","[1008.73384994 -102.67185737   49.09472063  955.32506819  -54.90064039
  -53.57183518   20.31219664   45.16383357   39.81968606  425.01436471
  337.69800633  621.09417836  320.6932678  -313.01294717]",628.8576598061182
4248,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_2', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1011.20622776    9.05422134 -133.97607513  954.8141289    11.05997645
  -79.27312679  -14.15086806   33.28990809   57.38411106   14.23650007
 -431.7802888   -79.70899009  201.05709891 1219.18860433  883.23916825]",628.8579934973901
4249,"('yr', 'mnth', 'holiday', 'atemp', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'weekday_6', 'season_1', 'season_3', 'season_4', 'weathersit_2', 'weathersit_3')","[1008.97065321    8.337503   -121.04421322  952.26132709  -91.7298425
  -53.54177196   20.29689755   45.0119374     2.75351809 -434.63721017
  -79.24000663  200.30386018 -315.83954917 -420.57513343]",628.8587324033056
4250,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'leaflets', 'weekday_0', 'weekday_2', 'weekday_4', 'weekday_5', 'season_1', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1011.20986864    9.05716357 -140.80096804  -18.3829419   954.78234868
   11.06794603  -93.17138625  -14.26664621   33.17092876   57.26681816
 -431.7892053   -79.69009041  201.05792279 1219.20514469  883.25313486]",628.8588956399167
4251,"('yr', 'holiday', 'workingday', 'atemp', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_5', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2', 'weathersit_3')","[1008.73633585 -122.02724002   -3.38839563  955.29920312  -94.30410954
  -53.63270617   20.25777627   45.11612016  425.02338643  337.70079268
  621.0934997   216.95542577 -102.30864794 -347.6658167 ]",628.8591868823637
4252,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_6', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.65369926  -96.01740909   58.27071508  950.42549479   10.23308367
   49.01164348  -63.46516079  -69.4694224     4.28086152   32.91944712
  429.0875068   344.43323537  622.84041292 1240.10522311  903.50696804]",628.8592329742457
4253,"('yr', 'mnth', 'holiday', 'workingday', 'atemp', 'weekday_0', 'weekday_1', 'weekday_5', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1009.38979484   10.6442434  -118.47756878    5.37426791  955.99987676
  -93.87792967  -60.24284063   39.10186058  423.22255165  331.05846705
  610.64528315 1231.31956619  895.21933087]",628.8592852920648
4254,"('yr', 'workingday', 'atemp', 'price reduction', 'weekday_4', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.32953723  168.29151388  909.97275733   54.89782514   17.92488291
  128.83159393 -432.80608757  221.52604124 1247.44004684  910.61340918]",628.859351492961
4255,"('yr', 'holiday', 'atemp', 'leaflets', 'weekday_0', 'weekday_5', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_2')","[1011.76702527 -135.54842673  952.66189453   12.34277064  -86.42462908
   50.42441233 -650.2779397  -211.05438405 -282.83882856 1225.83763419
  889.37469654]",628.8594989997241
4256,"('yr', 'holiday', 'atemp', 'weekday_0', 'weekday_1', 'weekday_4', 'weekday_6', 'season_1', 'season_2', 'season_3', 'weathersit_1', 'weathersit_2')","[1009.46953608 -120.50739202  948.9414861  -106.25158774  -68.37879795
    5.67835149  -12.15768904 -649.60070081 -207.11736064 -278.12149051
 1238.27616242  903.10741728]",628.859529881199
4257,"('yr', 'mnth', 'holiday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_3', 'weekday_5', 'season_1', 'season_4', 'weathersit_1', 'weathersit_3')","[1010.55057427  -25.46573675 -117.86823389  918.45694493    7.18064448
   51.44648192  -93.52288938  -53.55575953   25.18649751   45.45403455
 -435.5390695   241.21500491  318.6288051  -319.43832989]",628.8597577047008
4258,"('yr', 'holiday', 'workingday', 'atemp', 'leaflets', 'price reduction', 'weekday_0', 'weekday_1', 'weekday_4', 'season_2', 'season_3', 'season_4', 'weathersit_1', 'weathersit_2')","[1010.65619718 -112.02450326   14.86099077  950.41171424   10.24045418
   49.00637198  -96.03357677  -69.50895458    4.24813901  429.09353835
  344.44447189  622.84600025 1240.096106    903.49909585]",628.8600500665067
4259,"('yr', 'workingday', 'atemp', 'leaflets', 'weekday_1', 'weekday_2', 'weekday_5', 'weekday_6', 'season_1', 'season_4', 'weathersit_1', 'weathersit_2')","[1009.15214887  190.99591555  913.68174558   13.33005487  -99.89041366
  -58.10296963   11.90543269  112.77254176 -431.4057563   222.13672535
 1234.99057218  902.53619593]",628.8611201421404
